band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05
2,258505000.0,158928364.08,407881913.7600002,356.0815797590231,99.13330103941682,600.4440009290697,45000.0,0.16,1.0,0.010912780924055704,0.0063984224173442
5,152978510.0,86311510.16000001,311299179.3600009,813.5906001544636,103.77998697229084,2060.5479257952884,117000.0,0.16,0.7,0.011255502454645683,0.003969010248311788
8,51216776.0,30030231.4,95833039.88000008,612.8061257545218,92.32580193439864,1727.800648534396,189000.0,0.18,1.5,0.008814298388986647,0.003123040397909581
11,30906166.0,12614539.840000002,127853144.32,5769.238911977417,83.05789732255111,6259.838704083767,495000.0,0.19,1.7,0.00839720932034449,0.0019299803152697053
14,10556804.0,5359151.005,34582836.600000024,2610.0828543814087,75.71078063404866,4860.044054676675,1134000.0,0.2,2.0,0.006293985498434296,0.0012751894232635628
17,6451851.0,2578067.55875,33936828.760000035,11181.92264643017,65.41646279591585,7685.503316087186,2574000.0,0.2,1.5,0.006467428943689832,0.0008464353782179778
20,3491903.0,1486022.8862500002,17120619.460000046,6724.626659791027,70.29156370610102,6708.684204037533,5967000.0,0.19,0.7,0.006697116673498538,0.0005559445407404772
23,1724653.2,591100.3240625,11486855.465000035,16738.589620691168,63.70285760429892,8285.556194278392,13887000.0,0.2,0.6,0.0124524284930973,0.0003644288842482448
26,1045735.8,169787.4553125,10570920.400000025,32596.10369652961,71.61246086280083,9318.73070756902,31968000.0,0.2,0.1,0.008530509967488609,0.0002401951053511448
29,111884.68,21236.26861328125,904317.6981255318,26453.194976016683,91.6024494892842,9072.576798552578,73701000.0,0.22,-0.2,0.013606919026170616,0.00015819341995114793
